"sitio" "replica" "estrato" "microhabitat" "taxa" "body_mass" "gremio" "clase_tam" "Sistema" "Taxón" "Gremio"
"4503" "R" 3 "10" "10" "bacterivoro" 1.82737451216929 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4504" "A" 3 "H" "humus" "eupodoidea" 1.81963287480878 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4505" "P" 1 "10" "10" "predador" 1.80869148300943 "predador" "micro" "Pastizal" "Predador" "Predador"
"4506" "P" 3 "10" "10" "fungivoro" 1.80794045745359 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4507" "A" 2 "H" "humus" "hipogastruridae" 1.80286811834639 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"4508" "A" 2 "H" "humus" "bdelloidea" 1.79777831452054 "predador" "meso" "Agrícola" "Bdelloidea" "Predador"
"4509" "R" 2 "10" "10" "fitofago" 1.79376830355011 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4510" "P" 2 "10" "10" "bacterivoro" 1.79333904144857 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4511" "A" 1 "10" "10" "fungivoro" 1.78202903720566 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4512" "P" 3 "10" "10" "predador" 1.77909220003312 "predador" "micro" "Pastizal" "Predador" "Predador"
"4513" "P" 1 "10" "10" "predador" 1.77348518991771 "predador" "micro" "Pastizal" "Predador" "Predador"
"4514" "R" 1 "H" "humus" "symphyla" 1.76873676100547 "microfitofago" "meso" "Reserva" "Symphyla" "Microfitofago"
"4515" "P" 1 "10" "10" "fungivoro" 1.76570616649978 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4516" "R" 3 "10" "10" "fitofago" 1.75947268188777 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4517" "R" 3 "H" "Hoja" "eupodoidea" 1.75941591187772 "omnivoro" "meso" "Reserva" "Eupodoidea" "Omnivoro"
"4518" "P" 3 "10" "10" "omnivoro" 1.74398118070832 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4519" "A" 2 "H" "humus" "isotomidae" 1.74125062712144 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4520" "A" 1 "H" "humus" "mesostigmata" 1.73141029724186 "predador" "meso" "Agrícola" "Mesostigmata" "Predador"
"4521" "R" 1 "10" "10" "fitofago" 1.72904765613865 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4522" "R" 2 "10" "10" "fitofago" 1.72251547604716 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4523" "R" 3 "10" "10" "fungivoro" 1.72153568876274 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4524" "R" 1 "10" "10" "predador" 1.72142459546184 "predador" "micro" "Reserva" "Predador" "Predador"
"4525" "R" 3 "10" "10" "onichiuridae" 1.71011018792414 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4526" "R" 3 "10" "10" "onichiuridae" 1.71011018792414 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4527" "R" 2 "10" "10" "bacterivoro" 1.70564960816262 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4528" "R" 1 "H" "humus" "onichiuridae" 1.7037638690162 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4529" "P" 2 "10" "10" "fungivoro" 1.70135622906065 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4530" "R" 2 "10" "10" "isotomidae" 1.70095838720119 "detritivoro" "meso" "Reserva" "Isotomidae" "Detritivoro"
"4531" "R" 1 "10" "10" "predador" 1.69732090580013 "predador" "micro" "Reserva" "Predador" "Predador"
"4532" "A" 2 "10" "10" "predador" 1.69729932829545 "predador" "micro" "Agrícola" "Predador" "Predador"
"4533" "R" 2 "10" "10" "bacterivoro" 1.69720014342499 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4534" "R" 3 "10" "10" "fungivoro" 1.69607659598065 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4535" "A" 1 "H" "Frag" "parasitidae" 1.69501068836569 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"4536" "R" 1 "10" "10" "fungivoro" 1.68066517798978 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4537" "R" 2 "10" "10" "bacterivoro" 1.66804454564142 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4538" "A" 2 "10" "10" "fitofago" 1.66774658047942 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4539" "P" 1 "10" "10" "fungivoro" 1.66720354245644 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4540" "P" 1 "10" "10" "fungivoro" 1.65997158725899 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4541" "R" 1 "H" "humus" "onichiuridae" 1.65194749923229 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4542" "P" 1 "H" "humus" "bdelloidea" 1.64866112192851 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"4543" "R" 3 "10" "10" "fungivoro" 1.64486972386698 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4544" "A" 3 "H" "humus" "tenerifidae" 1.64460545508266 "predador" "meso" "Agrícola" "Tenerifidae" "Predador"
"4545" "P" 1 "10" "10" "omnivoro" 1.64100007108088 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4546" "A" 3 "10" "10" "isotomidae" 1.6394965193142 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4547" "R" 3 "10" "10" "fungivoro" 1.62333741078803 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4548" "A" 1 "10" "10" "fungivoro" 1.61436494775627 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4549" "R" 2 "10" "10" "predador" 1.60563192509262 "predador" "micro" "Reserva" "Predador" "Predador"
"4550" "R" 3 "10" "10" "fungivoro" 1.60219181052446 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4551" "R" 2 "10" "10" "bacterivoro" 1.59947307081666 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4552" "P" 1 "H" "humus" "onichiuridae" 1.59827322228103 "microfitofago" "meso" "Pastizal" "Onychiuridae" "Microfitofago"
"4553" "P" 1 "H" "humus" "bdelloidea" 1.59020021496181 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"4554" "A" 2 "H" "humus" "isotomidae" 1.58687119803769 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4555" "P" 3 "10" "10" "fungivoro" 1.58372597009892 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4556" "A" 3 "H" "humus" "eupodoidea" 1.57959514247877 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4557" "R" 2 "H" "humus" "isotomidae" 1.57568203969787 "detritivoro" "meso" "Reserva" "Isotomidae" "Detritivoro"
"4558" "P" 3 "H" "humus" "rhodacaroidea" 1.5718192863994 "predador" "meso" "Pastizal" "Rhodacaroidea" "Predador"
"4559" "A" 1 "10" "10" "bacterivoro" 1.56788490497085 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4560" "R" 2 "10" "10" "predador" 1.55385322499775 "predador" "micro" "Reserva" "Predador" "Predador"
"4561" "P" 2 "H" "humus" "isotomidae" 1.54605411461559 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"4562" "R" 2 "10" "10" "onichiuridae" 1.54432056813784 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4563" "P" 1 "10" "10" "omnivoro" 1.54347869771963 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4564" "A" 3 "H" "humus" "bdelloidea" 1.54194668646879 "predador" "meso" "Agrícola" "Bdelloidea" "Predador"
"4565" "A" 3 "10" "10" "bacterivoro" 1.54045879716219 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4566" "R" 2 "H" "Hoja" "isotomidae" 1.53891934897213 "detritivoro" "meso" "Reserva" "Isotomidae" "Detritivoro"
"4567" "P" 2 "10" "10" "bacterivoro" 1.53695631537736 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4568" "P" 1 "H" "Frag" "bdelloidea" 1.51919061630022 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"4569" "A" 2 "10" "10" "bacterivoro" 1.51670489725314 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4570" "P" 2 "10" "10" "bacterivoro" 1.51476135065336 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4571" "P" 1 "10" "10" "isotomidae" 1.51244315544603 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"4572" "R" 1 "H" "humus" "onichiuridae" 1.51243046778242 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4573" "P" 3 "10" "10" "fungivoro" 1.4936633329957 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4574" "R" 2 "10" "10" "isotomidae" 1.49160805876737 "detritivoro" "meso" "Reserva" "Isotomidae" "Detritivoro"
"4575" "R" 3 "10" "10" "onichiuridae" 1.48722371708801 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4576" "A" 3 "10" "10" "bacterivoro" 1.48302494166828 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4577" "A" 1 "10" "10" "onichiuridae" 1.47918620268974 "microfitofago" "meso" "Agrícola" "Onychiuridae" "Microfitofago"
"4578" "P" 2 "H" "humus" "hipogastruridae" 1.47324362630509 "omnivoro" "meso" "Pastizal" "Hipogastruridae" "Omnivoro"
"4579" "P" 2 "10" "10" "predador" 1.46121717749474 "predador" "micro" "Pastizal" "Predador" "Predador"
"4580" "A" 3 "H" "humus" "isotomidae" 1.45303312990752 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4581" "P" 2 "10" "10" "fungivoro" 1.45084619777627 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4582" "A" 3 "H" "humus" "astigmata" 1.4481429732184 "omnivoro" "meso" "Agrícola" "Astigmata" "Omnivoro"
"4583" "R" 3 "10" "10" "omnivoro" 1.44763309098336 "omnivoro" "micro" "Reserva" "Omnivoro" "Omnivoro"
"4584" "P" 1 "10" "10" "omnivoro" 1.44284651504014 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4585" "A" 2 "10" "10" "predador" 1.42998751514284 "predador" "micro" "Agrícola" "Predador" "Predador"
"4586" "A" 2 "H" "humus" "isotomidae" 1.42948431964536 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4587" "A" 2 "H" "humus" "isotomidae" 1.42712600530483 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4588" "A" 2 "10" "10" "bacterivoro" 1.42380610516242 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4589" "P" 1 "10" "10" "omnivoro" 1.41945867560067 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4590" "P" 2 "10" "10" "omnivoro" 1.41774991833337 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4591" "P" 2 "10" "10" "fungivoro" 1.40665159568336 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4592" "A" 3 "10" "10" "bacterivoro" 1.40255376470788 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4593" "P" 2 "10" "10" "fungivoro" 1.39579710245217 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4594" "R" 1 "10" "10" "bacterivoro" 1.39437781477266 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4595" "P" 3 "10" "10" "bacterivoro" 1.39251351775169 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4596" "A" 3 "10" "10" "predador" 1.38828587877913 "predador" "micro" "Agrícola" "Predador" "Predador"
"4597" "P" 2 "H" "humus" "oripodidae" 1.3872806023109 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"4598" "P" 3 "10" "10" "fitofago" 1.38674244711658 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4599" "A" 3 "10" "10" "predador" 1.37742193038678 "predador" "micro" "Agrícola" "Predador" "Predador"
"4600" "A" 3 "10" "10" "bacterivoro" 1.36559003384719 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4601" "A" 2 "H" "humus" "hipogastruridae" 1.35297844942151 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"4602" "A" 1 "10" "10" "bacterivoro" 1.3529366145553 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4603" "A" 1 "10" "10" "fungivoro" 1.35141766106461 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4604" "A" 1 "10" "10" "bacterivoro" 1.35127846636257 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4605" "R" 3 "10" "10" "fitofago" 1.35030259977734 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4606" "A" 3 "H" "humus" "isotomidae" 1.34161697598011 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4607" "R" 1 "H" "humus" "onichiuridae" 1.34091974402012 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4608" "A" 3 "10" "10" "bacterivoro" 1.33590024766865 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4609" "P" 2 "10" "10" "predador" 1.33441546883702 "predador" "micro" "Pastizal" "Predador" "Predador"
"4610" "P" 2 "10" "10" "bacterivoro" 1.33200391485824 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4611" "R" 1 "10" "10" "fungivoro" 1.32637988558022 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4612" "P" 1 "10" "10" "fungivoro" 1.31244973076911 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4613" "R" 1 "10" "10" "bacterivoro" 1.30843168005574 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4614" "R" 3 "10" "10" "fungivoro" 1.30737378333951 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4615" "P" 1 "10" "10" "fungivoro" 1.30270586340139 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4616" "A" 3 "H" "humus" "eupodoidea" 1.29473483275623 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4617" "R" 1 "H" "humus" "onichiuridae" 1.29047291351693 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4618" "A" 2 "10" "10" "omnivoro" 1.28956715355082 "omnivoro" "micro" "Agrícola" "Omnivoro" "Omnivoro"
"4619" "P" 2 "10" "10" "bacterivoro" 1.28746814814239 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4620" "A" 3 "10" "10" "bacterivoro" 1.28668821822069 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4621" "A" 1 "10" "10" "bacterivoro" 1.28191275889307 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4622" "A" 3 "10" "10" "bacterivoro" 1.27811133440508 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4623" "R" 1 "10" "10" "fungivoro" 1.27303755276754 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4624" "R" 1 "10" "10" "omnivoro" 1.25401479464336 "omnivoro" "micro" "Reserva" "Omnivoro" "Omnivoro"
"4625" "P" 2 "10" "10" "bacterivoro" 1.24529037934162 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4626" "R" 1 "10" "10" "fitofago" 1.24142412446277 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4627" "P" 1 "H" "humus" "hipogastruridae" 1.22998783724066 "omnivoro" "meso" "Pastizal" "Hipogastruridae" "Omnivoro"
"4628" "A" 1 "10" "10" "fungivoro" 1.22736817996262 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4629" "R" 2 "10" "10" "fitofago" 1.22577924205128 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4630" "R" 1 "10" "10" "fungivoro" 1.21114164307227 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4631" "P" 1 "H" "humus" "parasitidae" 1.20919348962299 "predador" "meso" "Pastizal" "Parasitidae" "Predador"
"4632" "A" 2 "H" "humus" "hipogastruridae" 1.19605070664032 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"4633" "P" 2 "10" "10" "fungivoro" 1.17956738372789 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4634" "A" 3 "10" "10" "fitofago" 1.17927419896969 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4635" "R" 3 "10" "10" "fitofago" 1.1761773341813 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4636" "R" 3 "10" "10" "fitofago" 1.17590252589145 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4637" "R" 3 "10" "10" "fungivoro" 1.17584382474747 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4638" "A" 3 "10" "10" "omnivoro" 1.17559813473201 "omnivoro" "micro" "Agrícola" "Omnivoro" "Omnivoro"
"4639" "P" 2 "10" "10" "bacterivoro" 1.17243414113863 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4640" "R" 2 "10" "10" "fitofago" 1.16725011087449 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4641" "R" 2 "10" "10" "fitofago" 1.16461199931993 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4642" "P" 3 "10" "10" "omnivoro" 1.16453027209267 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4643" "R" 2 "10" "10" "fitofago" 1.15782256970247 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4644" "A" 1 "10" "10" "bacterivoro" 1.15453028285599 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4645" "P" 2 "10" "10" "bacterivoro" 1.14614334691868 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4646" "A" 2 "10" "10" "isotomidae" 1.12082349534756 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"4647" "A" 1 "H" "humus" "eupodoidea" 1.11489229399477 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4648" "A" 2 "H" "humus" "hipogastruridae" 1.11201786253036 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"4649" "R" 1 "10" "10" "fitofago" 1.11189514493071 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4650" "R" 2 "10" "10" "bacterivoro" 1.11008547120354 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4651" "R" 2 "10" "10" "bacterivoro" 1.10990584341553 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4652" "A" 2 "H" "humus" "eupodoidea" 1.10351699023402 "omnivoro" "meso" "Agrícola" "Eupodoidea" "Omnivoro"
"4653" "P" 2 "H" "humus" "isotomidae" 1.10259524585406 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"4654" "P" 2 "10" "10" "predador" 1.10024964174854 "predador" "micro" "Pastizal" "Predador" "Predador"
"4655" "R" 3 "10" "10" "onichiuridae" 1.08586564534305 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4656" "R" 2 "10" "10" "fitofago" 1.0744830778452 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4657" "R" 3 "10" "10" "bacterivoro" 1.06599571965817 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4658" "R" 1 "10" "10" "bacterivoro" 1.06315600300763 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4659" "A" 3 "10" "10" "bacterivoro" 1.05207632653769 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4660" "R" 3 "10" "10" "fitofago" 1.05021929360491 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4661" "R" 1 "10" "10" "fungivoro" 1.03956976208884 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4662" "P" 3 "10" "10" "astigmata" 1.02833500773244 "omnivoro" "meso" "Pastizal" "Astigmata" "Omnivoro"
"4663" "A" 3 "10" "10" "bacterivoro" 1.02761246158493 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4664" "R" 2 "10" "10" "fitofago" 1.02423363834517 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4665" "P" 2 "10" "10" "fitofago" 1.02291048386383 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4666" "A" 1 "10" "10" "predador" 1.01745163513295 "predador" "micro" "Agrícola" "Predador" "Predador"
"4667" "P" 1 "H" "humus" "bdelloidea" 1.01248142389596 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"4668" "R" 2 "10" "10" "bacterivoro" 1.01082242576785 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4669" "R" 2 "10" "10" "fitofago" 1.00683210921237 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4670" "A" 1 "10" "10" "bacterivoro" 1.00435511001838 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4671" "R" 2 "10" "10" "bacterivoro" 1.00310377347926 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4672" "A" 2 "10" "10" "fitofago" 1.00310226654866 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4673" "P" 3 "10" "10" "fungivoro" 0.99511322945945 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4674" "R" 2 "10" "10" "fitofago" 0.982795982422221 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4675" "R" 2 "H" "humus" "tydeoidea" 0.98266782747519 "omnivoro" "meso" "Reserva" "Tydeoidea" "Omnivoro"
"4676" "R" 1 "10" "10" "bacterivoro" 0.95916114 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4677" "R" 1 "10" "10" "fungivoro" 0.956486404504962 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4678" "A" 3 "10" "10" "bacterivoro" 0.948554553438517 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4679" "A" 2 "10" "10" "fitofago" 0.933732039143496 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4680" "R" 2 "10" "10" "fitofago" 0.931264884360841 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4681" "R" 1 "10" "10" "fungivoro" 0.926491043589471 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4682" "A" 2 "10" "10" "fungivoro" 0.924038161811898 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4683" "P" 2 "10" "10" "bacterivoro" 0.911086603127949 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4684" "R" 1 "10" "10" "fungivoro" 0.907617252759682 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4685" "R" 2 "H" "Hoja" "onichiuridae" 0.902658540091771 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4686" "A" 2 "H" "humus" "rhodacaroidea" 0.892892410160634 "predador" "meso" "Agrícola" "Rhodacaroidea" "Predador"
"4687" "A" 3 "10" "10" "fitofago" 0.88658499507765 "herbivoro" "micro" "Agrícola" "Fitofago" "Herbivoro"
"4688" "P" 3 "10" "10" "fungivoro" 0.885224086187952 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4689" "R" 1 "10" "10" "bacterivoro" 0.885112876281979 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4690" "R" 1 "H" "humus" "onichiuridae" 0.883257662488529 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"4691" "P" 1 "10" "10" "predador" 0.879292974171712 "predador" "micro" "Pastizal" "Predador" "Predador"
"4692" "R" 1 "10" "10" "fitofago" 0.866658210868713 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4693" "R" 3 "10" "10" "fitofago" 0.864563362681 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4694" "P" 3 "10" "10" "fungivoro" 0.852653235791338 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4695" "P" 3 "10" "10" "fungivoro" 0.850583058765442 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4696" "P" 3 "10" "10" "fitofago" 0.847005521383714 "herbivoro" "micro" "Pastizal" "Fitofago" "Herbivoro"
"4697" "A" 1 "10" "10" "onichiuridae" 0.844026086713835 "microfitofago" "meso" "Agrícola" "Onychiuridae" "Microfitofago"
"4698" "P" 1 "10" "10" "fungivoro" 0.841914876543614 "microfitofago" "micro" "Pastizal" "Fungivoro" "Microfitofago"
"4699" "A" 1 "10" "10" "bacterivoro" 0.839124473942704 "microfitofago" "micro" "Agrícola" "Bacterivoro" "Microfitofago"
"4700" "R" 3 "10" "10" "bacterivoro" 0.835094646177334 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4701" "A" 1 "10" "10" "fungivoro" 0.830663211350239 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4702" "A" 2 "H" "humus" "rhodacaroidea" 0.830586985443006 "predador" "meso" "Agrícola" "Rhodacaroidea" "Predador"
"4703" "R" 1 "10" "10" "bacterivoro" 0.826371751505592 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4704" "R" 2 "10" "10" "bacterivoro" 0.823872356219198 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4705" "R" 2 "10" "10" "fitofago" 0.822801765509982 "herbivoro" "micro" "Reserva" "Fitofago" "Herbivoro"
"4706" "P" 2 "10" "10" "omnivoro" 0.821037835325964 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"4707" "A" 3 "10" "10" "fungivoro" 0.819619137771583 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"4708" "P" 2 "10" "10" "bacterivoro" 0.819531992634057 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
"4709" "R" 1 "10" "10" "bacterivoro" 0.814358706077861 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"4710" "R" 1 "10" "10" "fungivoro" 0.80797199161634 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"4711" "P" 1 "H" "Frag" "bdelloidea" 0.807824872628481 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"4712" "P" 1 "10" "10" "bacterivoro" 0.804897212958127 "microfitofago" "micro" "Pastizal" "Bacterivoro" "Microfitofago"
