"sitio" "replica" "estrato" "microhabitat" "clase" "gremio" "taxa" "abundance" "bio.ind" "ab" "D" "Sistema" "Taxón" "Tbiomass" "Gremio" "Sitio"
"499" "P" 3 "H" "Frag" "meso" "microfitofago" "lohmanidae" 1 10.5946909119123 1 2947 "Pastizal" "Lohmanidae" 31222.5541174056 "Microfitófagos" "P"
"500" "P" 3 "H" "Frag" "meso" "microfitofago" "onichiuridae" 1 13.9643604842553 1 2947 "Pastizal" "Onychiuridae" 41152.9703471004 "Microfitófagos" "P"
"501" "P" 3 "H" "Frag" "meso" "microfitofago" "oribatulidae" 19 18.3589746273728 22 64840 "Pastizal" "Oribatulidae" 1190395.91483885 "Microfitófagos" "P"
"502" "P" 3 "H" "Frag" "meso" "omnivoro" "astigmata" 1 3.95442027411867 1 2947 "Pastizal" "Astigmata" 11653.6765478277 "Omnívoros" "P"
"503" "P" 3 "H" "Frag" "meso" "omnivoro" "penthalidae" 2 5.56953315769039 2 5894 "Pastizal" "Penthaleidae" 32826.8284314272 "Omnívoros" "P"
"504" "P" 3 "H" "Frag" "meso" "omnivoro" "tardigrado" 43 1.62107673530766 51 150313 "Pastizal" "Tardigrada" 243668.9073143 "Omnívoros" "P"
"505" "P" 3 "H" "Frag" "meso" "predador" "bdelloidea" 2 9.67918316942685 2 5894 "Pastizal" "Bdelloidea" 57049.1056006018 "Predadores" "P"
"506" "P" 3 "H" "Frag" "meso" "predador" "laelapidae" 4 15.2797885554217 4 11789 "Pastizal" "Laelapidae" 180133.427279866 "Predadores" "P"
"507" "P" 3 "H" "Frag" "meso" "predador" "parasitidae" 1 24.0959415983658 1 2947 "Pastizal" "Parasitidae" 71010.739890384 "Predadores" "P"
"508" "P" 3 "H" "Frag" "meso" "predador" "rhodacaroidea" 2 4.13186859892101 2 5894 "Pastizal" "Rhodacaroidea" 24353.2335220404 "Predadores" "P"
"509" "P" 3 "H" "H" "macro" "detritivoro" "oniscoidea" 3 23200 3 48 "Pastizal" "Oniscoidea" 1113600 "Detritívoros" "P"
"510" "P" 3 "H" "H" "macro" "predador" "trogossitidae" 1 865.600402249675 1 16 "Pastizal" "Trogossitidae" 13849.6064359948 "Predadores" "P"
"511" "P" 3 "H" "hoja" "macro" "detritivoro" "larva_diptera" 1 86.3822413735583 1 16 "Pastizal" "Diptera larva" 1382.11586197693 "Detritívoros" "P"
"512" "P" 3 "H" "hoja" "macro" "herbivoro" "afido" 1 484.283884020288 1 16 "Pastizal" "Aphidoidea" 7748.54214432461 "Herbivoros" "P"
"513" "P" 3 "H" "hoja" "macro" "herbivoro" "trip" 1 215.774697506711 1 16 "Pastizal" "Thysanoptera" 3452.39516010738 "Herbivoros" "P"
"514" "P" 3 "H" "hoja" "macro" "microfitofago" "larva_sciaridae" 1 1888.93207894644 1 16 "Pastizal" "Sciaridae larva" 30222.913263143 "Microfitófagos" "P"
"515" "P" 3 "H" "hoja" "meso" "detritivoro" "oripodidae" 2 22.4283541942294 2 5894 "Pastizal" "Oripodidae" 132192.719620788 "Detritívoros" "P"
"516" "P" 3 "H" "hoja" "meso" "detritivoro" "scheloribates" 1 28.2198976825158 1 2947 "Pastizal" "Scheloribates" 83164.0384703741 "Detritívoros" "P"
"517" "P" 3 "H" "hoja" "meso" "microfitofago" "oribatulidae" 1 44.0947318194729 1 2947 "Pastizal" "Oribatulidae" 129947.174671987 "Microfitófagos" "P"
"518" "P" 3 "H" "hoja" "meso" "omnivoro" "tardigrado" 29 3.41774022437381 34 100208 "Pastizal" "Tardigrada" 342484.912404051 "Omnívoros" "P"
"519" "P" 3 "H" "humus" "macro" "detritivoro" "larva_coleoptero" 3 2841.86825716667 3 48 "Pastizal" "Coleoptera larva" 136409.676344 "Detritívoros" "P"
"520" "P" 3 "H" "humus" "macro" "detritivoro" "larva_diptera" 4 484.090132664038 4 64 "Pastizal" "Diptera larva" 30981.7684904984 "Detritívoros" "P"
"521" "P" 3 "H" "humus" "macro" "detritivoro" "oniscoidea" 1 2110.2150132 1 16 "Pastizal" "Oniscoidea" 33763.4402112 "Detritívoros" "P"
"522" "P" 3 "H" "humus" "macro" "herbivoro" "afido" 1 266.016115981217 1 16 "Pastizal" "Aphidoidea" 4256.25785569947 "Herbivoros" "P"
"523" "P" 3 "H" "humus" "macro" "herbivoro" "trip" 3 346.110075345557 3 48 "Pastizal" "Thysanoptera" 16613.2836165867 "Herbivoros" "P"
"524" "P" 3 "H" "humus" "macro" "predador" "formicidae" 10 359.904387554656 12 192 "Pastizal" "Formicidae" 69101.642410494 "Predadores" "P"
"525" "P" 3 "H" "humus" "meso" "detritivoro" "ceratozetoidea" 1 21.9603111591987 1 2947 "Pastizal" "Ceratozetoidea" 64717.0369861586 "Detritívoros" "P"
"526" "P" 3 "H" "humus" "meso" "detritivoro" "epilhomanioidea" 1 110.009597064037 1 2947 "Pastizal" "Epilohmannioidea" 324198.282547717 "Detritívoros" "P"
"527" "P" 3 "H" "humus" "meso" "detritivoro" "oripodidae" 8 19.2954666567329 9 26525 "Pastizal" "Oripodidae" 511812.253069839 "Detritívoros" "P"
"528" "P" 3 "H" "humus" "meso" "detritivoro" "scheloribates" 6 25.2352711140658 7 20631 "Pastizal" "Scheloribates" 520628.878354291 "Detritívoros" "P"
"529" "P" 3 "H" "humus" "meso" "microfitofago" "eremobelbidae" 5 59.4916045321781 6 17683 "Pastizal" "Eremobelbidae" 1051990.04294251 "Microfitófagos" "P"
"530" "P" 3 "H" "humus" "meso" "microfitofago" "limnozetidae" 1 104.088968675335 1 2947 "Pastizal" "Limnozetidae" 306750.190686212 "Microfitófagos" "P"
"531" "P" 3 "H" "humus" "meso" "microfitofago" "onichiuridae" 2 12.8645338681632 2 5894 "Pastizal" "Onychiuridae" 75823.5626189542 "Microfitófagos" "P"
"532" "P" 3 "H" "humus" "meso" "microfitofago" "oppioidea" 1 16.0780225921189 1 2947 "Pastizal" "Oppioidea" 47381.9325789744 "Microfitófagos" "P"
"533" "P" 3 "H" "humus" "meso" "microfitofago" "oribatulidae" 2 39.6331955791851 2 5894 "Pastizal" "Oribatulidae" 233598.054743717 "Microfitófagos" "P"
"534" "P" 3 "H" "humus" "meso" "omnivoro" "eupodoidea" 1 3.90689054102528 1 2947 "Pastizal" "Eupodoidea" 11513.6064244015 "Omnívoros" "P"
"535" "P" 3 "H" "humus" "meso" "omnivoro" "tardigrado" 50 4.86569888666452 60 176838 "Pastizal" "Tardigrada" 860440.459719981 "Omnívoros" "P"
"536" "P" 3 "H" "humus" "meso" "predador" "bdelloidea" 2 8.50163688262081 2 5894 "Pastizal" "Bdelloidea" 50108.6477861671 "Predadores" "P"
"537" "P" 3 "H" "humus" "meso" "predador" "dermanisoidea" 1 22.7714903189253 1 2947 "Pastizal" "Dermanisoidea" 67107.5819698729 "Predadores" "P"
"538" "P" 3 "H" "humus" "meso" "predador" "eviphididae" 1 16.5315383036873 1 2947 "Pastizal" "Eviphididae" 48718.4433809665 "Predadores" "P"
"539" "P" 3 "H" "humus" "meso" "predador" "laelapidae" 1 63.9230181319301 1 2947 "Pastizal" "Laelapidae" 188381.134434798 "Predadores" "P"
"540" "P" 3 "H" "humus" "meso" "predador" "rhodacaroidea" 3 2.69783322378925 3 8841 "Pastizal" "Rhodacaroidea" 23851.5435315208 "Predadores" "P"
"541" "R" 1 "10" "10" "macro" "detritivoro" "Aporrectodea_caliginosa" 1 44250 1 16 "Reserva" "Aporrectodea caliginosa" 708000 "Detritívoros" "R"
"542" "R" 1 "10" "10" "macro" "detritivoro" "Aporrectodea_trapezoides" 2 36600 2 32 "Reserva" "Aporrectodea trapezoides" 1171200 "Detritívoros" "R"
"543" "R" 1 "10" "10" "macro" "detritivoro" "Bimastos_beddardi_sophiae" 4 51637.5 4 64 "Reserva" "Bimastos beddardi sophiae" 3304800 "Detritívoros" "R"
"544" "R" 1 "10" "10" "macro" "detritivoro" "diplopoda" 1 12000 1 16 "Reserva" "Diplopoda" 192000 "Detritívoros" "R"
"545" "R" 1 "10" "10" "macro" "detritivoro" "elateriforme" 1 4400 1 16 "Reserva" "Elateriformia" 70400 "Detritívoros" "R"
"546" "R" 1 "10" "10" "macro" "detritivoro" "juvenil" 35 8970 42 672 "Reserva" "Juvenil, lombriz" 6027840 "Detritívoros" "R"
"547" "R" 1 "10" "10" "macro" "detritivoro" "larva_diptera" 1 4615.53943138152 1 16 "Reserva" "Diptera larva" 73848.6309021043 "Detritívoros" "R"
"548" "R" 1 "10" "10" "macro" "detritivoro" "oniscoidea" 8 19800 9 144 "Reserva" "Oniscoidea" 2851200 "Detritívoros" "R"
"549" "R" 1 "10" "10" "macro" "predador" "formicidae" 37 1074.07146196344 44 704 "Reserva" "Formicidae" 756146.309222265 "Predadores" "R"
"550" "R" 1 "10" "10" "macro" "predador" "larva_carabidae" 1 106800 1 16 "Reserva" "Carabidae, larva" 1708800 "Predadores" "R"
"551" "R" 1 "10" "10" "macro" "predador" "trogossitidae" 1 8400 1 16 "Reserva" "Trogossitidae" 134400 "Predadores" "R"
"552" "R" 1 "10" "10" "meso" "detritivoro" "enquitreido" 22 1010.61975600434 26 76630 "Reserva" "Enchytraeida" 77443791.9026123 "Detritívoros" "R"
"553" "R" 1 "10" "10" "meso" "detritivoro" "oripodidae" 2 12.2864071396653 2 5894 "Reserva" "Oripodidae" 72416.083681187 "Detritívoros" "R"
"554" "R" 1 "10" "10" "meso" "microfitofago" "galumnidae" 3 96.4704160747613 3 8841 "Reserva" "Galumnidae" 852894.948516965 "Microfitófagos" "R"
"555" "R" 1 "10" "10" "meso" "microfitofago" "onichiuridae" 9 2.75394110046638 10 29473 "Reserva" "Onychiuridae" 81166.9060540457 "Microfitófagos" "R"
"556" "R" 1 "10" "10" "meso" "microfitofago" "oppioidea" 3 7.66546854823524 3 8841 "Reserva" "Oppioidea" 67770.4074349477 "Microfitófagos" "R"
"557" "R" 1 "10" "10" "meso" "microfitofago" "oribatulidae" 1 14.6413753569692 1 2947 "Reserva" "Oribatulidae" 43148.1331769882 "Microfitófagos" "R"
"558" "R" 1 "10" "10" "meso" "omnivoro" "tardigrado" 5 4.56398032603141 6 17683 "Reserva" "Tardigrada" 80704.8641052135 "Omnívoros" "R"
"559" "R" 1 "10" "10" "meso" "predador" "arctacaridae" 1 18.0060070266512 1 2947 "Reserva" "Arctacaridae" 53063.7027075411 "Predadores" "R"
"560" "R" 1 "10" "10" "meso" "predador" "japygiidae" 1 14.0013034707283 1 2947 "Reserva" "Japygiidae" 41261.8413282363 "Predadores" "R"
"561" "R" 1 "10" "10" "meso" "predador" "uropodidae" 1 100.709892811347 1 2947 "Reserva" "Uropodidae" 296792.05411504 "Predadores" "R"
"562" "R" 1 "10" "10" "micro" "herbivoro" "fitofago" 25 2.00405121072777 118 240387 "Reserva" "Fitofago" 481747.858393215 "Herbivoros" "R"
"563" "R" 1 "10" "10" "micro" "microfitofago" "bacterivoro" 32 2.18664158614903 151 307614 "Reserva" "Bacterivoro" 672641.564881648 "Microfitófagos" "R"
"564" "R" 1 "10" "10" "micro" "microfitofago" "fungivoro" 34 4.37485940495959 161 327986 "Reserva" "Fungivoro" 1434892.63679508 "Microfitófagos" "R"
"565" "R" 1 "10" "10" "micro" "omnivoro" "omnivoro" 6 8.29269638686084 28 57041 "Reserva" "Omnivoro" 473023.694602929 "Omnívoros" "R"
"566" "R" 1 "10" "10" "micro" "predador" "predador" 4 3.57445881491333 18 36669 "Reserva" "Predador" 131071.830284057 "Predadores" "R"
"567" "R" 1 "20" "20" "macro" "detritivoro" "Aporrectodea_rosea" 1 28650 1 16 "Reserva" "Aporrectodea rosea" 458400 "Detritívoros" "R"
"568" "R" 1 "20" "20" "macro" "detritivoro" "Bimastos_parvus" 1 3450 1 16 "Reserva" "Bimastos parvus" 55200 "Detritívoros" "R"
"569" "R" 1 "20" "20" "macro" "detritivoro" "juvenil" 6 5875 7 112 "Reserva" "Juvenil, lombriz" 658000 "Detritívoros" "R"
"570" "R" 1 "20" "20" "macro" "herbivoro" "cicadidae" 6 92200 7 112 "Reserva" "Cicadidae" 10326400 "Herbivoros" "R"
"571" "R" 1 "20" "20" "macro" "predador" "formicidae" 11 1078.40741023064 13 208 "Reserva" "Formicidae" 224308.741327973 "Predadores" "R"
"572" "R" 1 "20" "20" "macro" "predador" "larva_carabidae" 1 800 1 16 "Reserva" "Carabidae, larva" 12800 "Predadores" "R"
"573" "R" 1 "20" "20" "macro" "predador" "nematomorpha" 1 22400 1 16 "Reserva" "Nematomorpha" 358400 "Predadores" "R"
"574" "R" 1 "20" "20" "meso" "detritivoro" "isotomidae" 11 186.015446877996 13 38315 "Reserva" "Isotomidae" 7127181.84713042 "Detritívoros" "R"
"575" "R" 1 "20" "20" "meso" "microfitofago" "entomobryoidea" 1 195.614748944503 1 2947 "Reserva" "Entomobryoidea" 576476.66513945 "Microfitófagos" "R"
"576" "R" 1 "20" "20" "meso" "microfitofago" "symphyla" 1 10.9718148654117 1 2947 "Reserva" "Symphyla" 32333.9384083683 "Microfitófagos" "R"
"577" "R" 1 "20" "20" "meso" "predador" "parajapygidae" 1 26.4919774283054 1 2947 "Reserva" "Parajapygidae" 78071.857481216 "Predadores" "R"
"578" "R" 1 "H" "Frag" "macro" "detritivoro" "larva_diptera" 2 315.077427976886 2 32 "Reserva" "Diptera larva" 10082.4776952604 "Detritívoros" "R"
"579" "R" 1 "H" "Frag" "macro" "microfitofago" "gasteropoda" 2 61.3797292199268 2 32 "Reserva" "Gasteropoda" 1964.15133503766 "Microfitófagos" "R"
"580" "R" 1 "H" "Frag" "meso" "detritivoro" "enquitreido" 8 2905.26140823875 9 26525 "Reserva" "Enchytraeida" 77062058.8535328 "Detritívoros" "R"
"581" "R" 1 "H" "Frag" "meso" "detritivoro" "eupthiracaroidea" 2 72.8286502822944 2 5894 "Reserva" "Euphthiracaroidea" 429252.064763843 "Detritívoros" "R"
"582" "R" 1 "H" "Frag" "meso" "detritivoro" "oripodidae" 10 12.8623951991186 12 35367 "Reserva" "Oripodidae" 454904.331007226 "Detritívoros" "R"
"583" "R" 1 "H" "Frag" "meso" "detritivoro" "symphypleona" 2 61.9413184995465 2 5894 "Reserva" "Symphypleona" 365082.131236327 "Detritívoros" "R"
"584" "R" 1 "H" "Frag" "meso" "microfitofago" "entomobryoidea" 2 80.7797073989784 2 5894 "Reserva" "Entomobryoidea" 476115.595409579 "Microfitófagos" "R"
"585" "R" 1 "H" "Frag" "meso" "microfitofago" "galumnidae" 5 122.562466817674 6 17683 "Reserva" "Galumnidae" 2167272.10073692 "Microfitófagos" "R"
"586" "R" 1 "H" "Frag" "meso" "microfitofago" "limnozetidae" 1 18.226994248188 1 2947 "Reserva" "Limnozetidae" 53714.95204941 "Microfitófagos" "R"
"587" "R" 1 "H" "Frag" "meso" "microfitofago" "onichiuridae" 3 2.94368215903478 3 8841 "Reserva" "Onychiuridae" 26025.0939680265 "Microfitófagos" "R"
"588" "R" 1 "H" "Frag" "meso" "microfitofago" "oribatulidae" 4 19.512588464105 4 11789 "Reserva" "Oribatulidae" 230033.905403334 "Microfitófagos" "R"
"589" "R" 1 "H" "Frag" "meso" "predador" "laelapidae" 1 19.6580365527955 1 2947 "Reserva" "Laelapidae" 57932.2337210883 "Predadores" "R"
"590" "R" 1 "H" "Frag" "meso" "predador" "ologamasidae" 4 57.480695519899 4 11789 "Reserva" "Ologamasidae" 677639.91948409 "Predadores" "R"
"591" "R" 1 "H" "Frag" "meso" "predador" "parasitidae" 4 17.148344863163 4 11789 "Reserva" "Parasitidae" 202161.837591829 "Predadores" "R"
"592" "R" 1 "H" "H" "macro" "detritivoro" "diplopoda" 1 15200 1 16 "Reserva" "Diplopoda" 243200 "Detritívoros" "R"
"593" "R" 1 "H" "H" "macro" "detritivoro" "larva_diptera" 1 7200 1 16 "Reserva" "Diptera larva" 115200 "Detritívoros" "R"
"594" "R" 1 "H" "H" "macro" "detritivoro" "oniscoidea" 7 18000 8 128 "Reserva" "Oniscoidea" 2304000 "Detritívoros" "R"
"595" "R" 1 "H" "H" "macro" "microfitofago" "gasteropoda" 1 163600 1 16 "Reserva" "Gasteropoda" 2617600 "Microfitófagos" "R"
"596" "R" 1 "H" "H" "macro" "predador" "linyphiidae" 1 4800 1 16 "Reserva" "Linyphiidae" 76800 "Predadores" "R"
"597" "R" 1 "H" "H" "macro" "predador" "lycosidae" 7 2851.43122215627 8 128 "Reserva" "Lycosidae" 364983.196436003 "Predadores" "R"
"598" "R" 1 "H" "H" "macro" "predador" "staphylinidae" 1 1252.69516665254 1 16 "Reserva" "Staphylinidae" 20043.1226664406 "Predadores" "R"
"599" "R" 1 "H" "H" "meso" "detritivoro" "enquitreido" 1 1183.35775507643 1 2947 "Reserva" "Enchytraeida" 3487355.30421024 "Detritívoros" "R"
"600" "R" 1 "H" "H" "meso" "microfitofago" "entomobryoidea" 3 195.614748944503 3 8841 "Reserva" "Entomobryoidea" 1729429.99541835 "Microfitófagos" "R"
"601" "R" 1 "H" "Hoja" "macro" "detritivoro" "larva_diptera" 1 700.125270685901 1 16 "Reserva" "Diptera larva" 11202.0043309744 "Detritívoros" "R"
"602" "R" 1 "H" "Hoja" "macro" "herbivoro" "afido" 1 58.4930072522645 1 16 "Reserva" "Aphidoidea" 935.888116036232 "Herbivoros" "R"
"603" "R" 1 "H" "Hoja" "meso" "detritivoro" "enquitreido" 7 745.909315615359 8 23578 "Reserva" "Enchytraeida" 17587049.8435789 "Detritívoros" "R"
"604" "R" 1 "H" "Hoja" "meso" "detritivoro" "isotomidae" 2 8.93198271346193 2 5894 "Reserva" "Isotomidae" 52645.1061131446 "Detritívoros" "R"
"605" "R" 1 "H" "humus" "macro" "detritivoro" "larva_diptera" 2 219.447097535934 2 32 "Reserva" "Diptera larva" 7022.3071211499 "Detritívoros" "R"
"606" "R" 1 "H" "humus" "macro" "herbivoro" "afido" 1 34.0530660592713 1 16 "Reserva" "Aphidoidea" 544.849056948341 "Herbivoros" "R"
"607" "R" 1 "H" "humus" "macro" "herbivoro" "trip" 2 183.560050435934 2 32 "Reserva" "Thysanoptera" 5873.9216139499 "Herbivoros" "R"
"608" "R" 1 "H" "humus" "macro" "microfitofago" "gasteropoda" 3 46.1027464824453 3 48 "Reserva" "Gasteropoda" 2212.93183115737 "Microfitófagos" "R"
"609" "R" 1 "H" "humus" "meso" "detritivoro" "ceratozetoidea" 3 11.9910450880093 3 8841 "Reserva" "Ceratozetoidea" 106012.829623091 "Detritívoros" "R"
"610" "R" 1 "H" "humus" "meso" "detritivoro" "enquitreido" 18 952.67937940233 21 61893 "Reserva" "Enchytraeida" 58964184.8293484 "Detritívoros" "R"
"611" "R" 1 "H" "humus" "meso" "detritivoro" "eupthiracaroidea" 1 30.7533299261933 1 2947 "Reserva" "Euphthiracaroidea" 90630.0632924917 "Detritívoros" "R"
"612" "R" 1 "H" "humus" "meso" "detritivoro" "isotomidae" 1 3.31914913703814 1 2947 "Reserva" "Isotomidae" 9781.5325068514 "Detritívoros" "R"
"613" "R" 1 "H" "humus" "meso" "detritivoro" "oripodidae" 37 12.1834647742228 44 129681 "Reserva" "Oripodidae" 1579963.89538598 "Detritívoros" "R"
"614" "R" 1 "H" "humus" "meso" "detritivoro" "scheloribates" 7 11.2105040895321 8 23578 "Reserva" "Scheloribates" 264321.265422987 "Detritívoros" "R"
"615" "R" 1 "H" "humus" "meso" "detritivoro" "symphypleona" 1 34.8200139086647 1 2947 "Reserva" "Symphypleona" 102614.580988835 "Detritívoros" "R"
"616" "R" 1 "H" "humus" "meso" "microfitofago" "entomobryoidea" 7 15.6675749610594 8 23578 "Reserva" "Entomobryoidea" 369410.08243186 "Microfitófagos" "R"
"617" "R" 1 "H" "humus" "meso" "microfitofago" "limnozetidae" 1 14.090090798079 1 2947 "Reserva" "Limnozetidae" 41523.4975819388 "Microfitófagos" "R"
"618" "R" 1 "H" "humus" "meso" "microfitofago" "onichiuridae" 15 2.651021286801 18 53051 "Reserva" "Onychiuridae" 140639.33028608 "Microfitófagos" "R"
"619" "R" 1 "H" "humus" "meso" "microfitofago" "oppioidea" 6 6.64787593170694 7 20631 "Reserva" "Oppioidea" 137152.328347046 "Microfitófagos" "R"
"620" "R" 1 "H" "humus" "meso" "microfitofago" "oribatulidae" 13 15.7452612407005 15 44209 "Reserva" "Oribatulidae" 696082.254190128 "Microfitófagos" "R"
"621" "R" 1 "H" "humus" "meso" "microfitofago" "symphyla" 1 1.76873676100547 1 2947 "Reserva" "Symphyla" 5212.46723468312 "Microfitófagos" "R"
"622" "R" 1 "H" "humus" "meso" "omnivoro" "astigmata" 3 3.95151691758611 3 8841 "Reserva" "Astigmata" 34935.3610683788 "Omnívoros" "R"
"623" "R" 1 "H" "humus" "meso" "omnivoro" "eupodoidea" 1 2.94969889656467 1 2947 "Reserva" "Eupodoidea" 8692.76264817608 "Omnívoros" "R"
"624" "R" 1 "H" "humus" "meso" "omnivoro" "hipogastruridae" 1 3.72860142552515 1 2947 "Reserva" "Hipogastruridae" 10988.1884010226 "Omnívoros" "R"
"625" "R" 1 "H" "humus" "meso" "omnivoro" "tardigrado" 15 3.10471427613345 18 53051 "Reserva" "Tardigrada" 164708.197063155 "Omnívoros" "R"
"626" "R" 1 "H" "humus" "meso" "omnivoro" "tydeoidea" 2 9.55068581489762 2 5894 "Reserva" "Tydeoidea" 56291.7421930066 "Omnívoros" "R"
"627" "R" 1 "H" "humus" "meso" "predador" "arctacaridae" 3 15.0252783501292 3 8841 "Reserva" "Arctacaridae" 132838.485893492 "Predadores" "R"
"628" "R" 1 "H" "humus" "meso" "predador" "bdelloidea" 1 4.85653229294316 1 2947 "Reserva" "Bdelloidea" 14312.2006673035 "Predadores" "R"
"629" "R" 1 "H" "humus" "meso" "predador" "eviphididae" 1 41.5764839527541 1 2947 "Reserva" "Eviphididae" 122525.898208766 "Predadores" "R"
"630" "R" 1 "H" "humus" "meso" "predador" "rhodacaroidea" 1 7.55433886972826 1 2947 "Reserva" "Rhodacaroidea" 22262.6366490892 "Predadores" "R"
"631" "R" 1 "H" "humus" "meso" "predador" "uropodidae" 3 58.8957345446423 3 8841 "Reserva" "Uropodidae" 520697.189109182 "Predadores" "R"
"632" "R" 2 "10" "10" "macro" "detritivoro" "diplopoda" 2 16800 2 32 "Reserva" "Diplopoda" 537600 "Detritívoros" "R"
"633" "R" 2 "10" "10" "macro" "detritivoro" "diptera" 1 22400 1 16 "Reserva" "Diptera" 358400 "Detritívoros" "R"
"634" "R" 2 "10" "10" "macro" "detritivoro" "juvenil" 21 16928.5714285714 25 400 "Reserva" "Juvenil, lombriz" 6771428.57142857 "Detritívoros" "R"
"635" "R" 2 "10" "10" "macro" "detritivoro" "oniscoidea" 49 7657.14285714286 58 928 "Reserva" "Oniscoidea" 7105828.57142857 "Detritívoros" "R"
"636" "R" 2 "10" "10" "macro" "predador" "arannae" 1 150.099704811027 1 16 "Reserva" "Arannae" 2401.59527697643 "Predadores" "R"
"637" "R" 2 "10" "10" "macro" "predador" "formicidae" 2 388.559123054919 2 32 "Reserva" "Formicidae" 12433.8919377574 "Predadores" "R"
"638" "R" 2 "10" "10" "macro" "predador" "geophylomorpha" 7 8285.71428571429 8 128 "Reserva" "Geophilomorpha" 1060571.42857143 "Predadores" "R"
"639" "R" 2 "10" "10" "macro" "predador" "lycosidae" 1 7200 1 16 "Reserva" "Lycosidae" 115200 "Predadores" "R"
"640" "R" 2 "10" "10" "meso" "detritivoro" "enquitreido" 9 724.43738833184 10 29473 "Reserva" "Enchytraeida" 21351343.1463043 "Detritívoros" "R"
"641" "R" 2 "10" "10" "meso" "detritivoro" "isotomidae" 9 3.18626598011757 10 29473 "Reserva" "Isotomidae" 93908.817232005 "Detritívoros" "R"
"642" "R" 2 "10" "10" "meso" "microfitofago" "galumnidae" 1 8.97834951205339 1 2947 "Reserva" "Galumnidae" 26459.1960120213 "Microfitófagos" "R"
"643" "R" 2 "10" "10" "meso" "microfitofago" "onichiuridae" 4 3.26988744440071 4 11789 "Reserva" "Onychiuridae" 38548.7030820399 "Microfitófagos" "R"
"644" "R" 2 "10" "10" "meso" "omnivoro" "tardigrado" 4 3.44270259754017 4 11789 "Reserva" "Tardigrada" 40586.0209224011 "Omnívoros" "R"
"645" "R" 2 "10" "10" "meso" "predador" "japygiidae" 1 50.475211827975 1 2947 "Reserva" "Japygiidae" 148750.449257042 "Predadores" "R"
"646" "R" 2 "10" "10" "micro" "herbivoro" "fitofago" 19 1.52934900888747 199 405399 "Reserva" "Fitofago" 619996.558853972 "Herbivoros" "R"
"647" "R" 2 "10" "10" "micro" "microfitofago" "bacterivoro" 24 3.48806645697226 251 511333 "Reserva" "Bacterivoro" 1783563.485643 "Microfitófagos" "R"
"648" "R" 2 "10" "10" "micro" "microfitofago" "fungivoro" 18 9.77496966317496 188 382990 "Reserva" "Fungivoro" 3743715.63129938 "Microfitófagos" "R"
"649" "R" 2 "10" "10" "micro" "omnivoro" "omnivoro" 7 46.7485763359798 73 148714 "Reserva" "Omnivoro" 6952167.78122889 "Omnívoros" "R"
"650" "R" 2 "10" "10" "micro" "predador" "predador" 5 12.8803435608079 52 105933 "Reserva" "Predador" 1364453.43442706 "Predadores" "R"
"651" "R" 2 "20" "20" "macro" "detritivoro" "oniscoidea" 2 10200 2 32 "Reserva" "Oniscoidea" 326400 "Detritívoros" "R"
"652" "R" 2 "20" "20" "macro" "predador" "carabidae" 1 8800 1 16 "Reserva" "Carabidae" 140800 "Predadores" "R"
"653" "R" 2 "20" "20" "macro" "predador" "formicidae" 11 3024.51079931737 13 208 "Reserva" "Formicidae" 629098.246258013 "Predadores" "R"
"654" "R" 2 "20" "20" "macro" "predador" "geophylomorpha" 3 3943.59480867418 3 48 "Reserva" "Geophilomorpha" 189292.550816361 "Predadores" "R"
"655" "R" 2 "20" "20" "macro" "predador" "lycosidae" 1 6800 1 16 "Reserva" "Lycosidae" 108800 "Predadores" "R"
"656" "R" 2 "H" "Frag" "macro" "microfitofago" "larva_sciaridae" 3 11073.5167299665 3 48 "Reserva" "Sciaridae larva" 531528.803038391 "Microfitófagos" "R"
"657" "R" 2 "H" "Frag" "meso" "detritivoro" "enquitreido" 2 1160.3103907369 2 5894 "Reserva" "Enchytraeida" 6838869.44300329 "Detritívoros" "R"
"658" "R" 2 "H" "Frag" "meso" "detritivoro" "isotomidae" 1 6.33747093534396 1 2947 "Reserva" "Isotomidae" 18676.5268464587 "Detritívoros" "R"
"659" "R" 2 "H" "Frag" "meso" "detritivoro" "oripodidae" 2 5.66438954971265 2 5894 "Reserva" "Oripodidae" 33385.9120060064 "Detritívoros" "R"
"660" "R" 2 "H" "Frag" "meso" "microfitofago" "entomobryoidea" 1 39.791130964606 1 2947 "Reserva" "Entomobryoidea" 117264.462952694 "Microfitófagos" "R"
"661" "R" 2 "H" "Frag" "meso" "microfitofago" "galumnidae" 1 8.57182529334826 1 2947 "Reserva" "Galumnidae" 25261.1691394973 "Microfitófagos" "R"
"662" "R" 2 "H" "Frag" "meso" "microfitofago" "onichiuridae" 2 2.17608344499572 2 5894 "Reserva" "Onychiuridae" 12825.8358248048 "Microfitófagos" "R"
"663" "R" 2 "H" "Frag" "meso" "microfitofago" "oribatulidae" 1 6.96684376023273 1 2947 "Reserva" "Oribatulidae" 20531.2885614059 "Microfitófagos" "R"
"664" "R" 2 "H" "Frag" "meso" "omnivoro" "hipogastruridae" 2 22.2076667918063 2 5894 "Reserva" "Hipogastruridae" 130891.988070906 "Omnívoros" "R"
"665" "R" 2 "H" "Frag" "meso" "omnivoro" "tardigrado" 1 1.67623340772666 1 2947 "Reserva" "Tardigrada" 4939.85985257047 "Omnívoros" "R"
