ID	system	site	sample	month	year	specie	biomass	length	width	season	class	order	habitat	guild	P	MO	CE	Ph	DAP	HR	Ca	Mg	Sodio	K	N	ARA	RESP	RM5	RM10	bm	POM	LATITUD	LONGITUD	Latitud	Longitud	X	Y
8499	A	casuarina	oeste	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	5,8212	6,370491803	0,3236	6,56	1,16381238	0,297355335	6	1,4	0,75	1,96	0,31413	0,075260044	0,07	4,25	6,5	349655,7914472	2224217168,10598	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8500	A	casuarina	oeste	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	5,8212	6,370491803	0,3236	6,56	1,16381238	0,297355335	6	1,4	0,75	1,96	0,31413	0,075260044	0,07	4,25	6,5	349655,7914472	2224217168,10598	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8501	A	casuarina	sur	junio	2010	isotomidae	1,487308325	640,6474	145,9041	I	collembolla	entomobryomorpha	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8502	A	casuarina	sur	junio	2010	isotomidae	0,4800434	426,5373	75,4681	I	collembolla	entomobryomorpha	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8503	A	casuarina	sur	junio	2010	isotomidae	0,686031976	484,9929	84,2886	I	collembolla	entomobryomorpha	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8504	A	casuarina	sur	junio	2010	oripodoidea	5,640728416	452,1056	271,7273	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8505	A	casuarina	sur	junio	2010	oripodoidea	6,187847024	456,4588	287,1012	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8506	A	casuarina	sur	junio	2010	oripodoidea	7,816684286	524,6473	288,7721	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8507	A	casuarina	sur	junio	2010	oripodoidea	6,774121631	494,6598	279,0782	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8508	A	casuarina	sur	junio	2010	euphthiracaroidea	16,03208162	750,8657	340,0803	I	acari	oribatida	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8509	A	casuarina	sur	junio	2010	euphthiracaroidea	11,37512901	830,5998	245,6656	I	acari	oribatida	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8510	A	casuarina	sur	junio	2010	oripodoidea	10,77142677	543,0896	366,2669	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8511	A	casuarina	sur	junio	2010	oripodoidea	1,199247924	250,6978	177,8938	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8512	A	casuarina	sur	junio	2010	oripodoidea	1,15744422	258,6044	167,3208	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8513	A	casuarina	sur	junio	2010	oripodoidea	0,893902501	236,3757	154,3714	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8514	A	casuarina	sur	junio	2010	oripodoidea	0,960437732	233,5734	164,7521	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8515	A	casuarina	sur	junio	2010	oripodoidea	0,970967823	244,3263	157,6141	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8516	A	casuarina	sur	junio	2010	oripodoidea	0,879377462	248,6983	143,8622	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8517	A	casuarina	sur	junio	2010	oripodoidea	1,200368493	244,7724	183,0084	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8518	A	casuarina	sur	junio	2010	oripodoidea	0,933820843	251,2774	148,3872	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8519	A	casuarina	sur	junio	2010	oripodoidea	0,773020581	234,4668	140,4659	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8520	A	casuarina	sur	junio	2010	oripodoidea	1,461261732	276,8678	182,6257	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8521	A	casuarina	sur	junio	2010	oripodoidea	1,989593438	304,8743	203,6468	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8522	A	casuarina	sur	junio	2010	oripodoidea	1,334826308	279,7308	169,168	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8523	A	casuarina	sur	junio	2010	oripodoidea	1,296322118	267,2802	174,6301	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8524	A	casuarina	sur	junio	2010	oripodoidea	1,028314127	252,2098	158,2839	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8525	A	casuarina	sur	junio	2010	oripodoidea	1,275588939	282,4946	161,9183	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8526	A	casuarina	sur	junio	2010	oripodoidea	0,950217147	233,1933	163,8063	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8527	A	casuarina	centro	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8528	A	casuarina	centro	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8529	A	casuarina	centro	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8530	A	casuarina	centro	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8531	A	casuarina	centro	junio	2010	Apo_cal	21628,2428509341			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8532	A	casuarina	centro	junio	2010	Mic_dub	16877,8143643585			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8533	A	casuarina	centro	junio	2010	Mic_dub	16877,8143643585			I	engineer	crassiclitellata	euedaphic	detritivore	7,65801	6,59016393442623	0,3692	6,17	1,16098440007366	0,314564096754093	6	1,505	0,56	2,66	0,26146	0,1	0,0230476190476189	6,5	8	114845,019135057	2295323256,53907	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8534	A	casuarina	sur	junio	2010	oripodoidea	0,393375078	191,6391	109,4897	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8535	A	casuarina	sur	junio	2010	oripodoidea	0,748273262	226,1103	143,1249	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8536	A	casuarina	sur	junio	2010	oripodoidea	0,627239995	215,1565	133,6401	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8537	A	casuarina	sur	junio	2010	oripodoidea	1,0750687	267,478	152,6485	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8538	A	casuarina	sur	junio	2010	oripodoidea	0,973064283	240,5214	160,7503	I	acari	oribatida	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8539	A	casuarina	sur	junio	2010	galumnioidea	29,81614051	741,6271	543,4569	I	acari	oribatida	hemiedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8540	A	casuarina	sur	junio	2010	galumnioidea	25,33739598	682,4185	549,998	I	acari	oribatida	hemiedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8541	A	casuarina	sur	junio	2010	symphypleona	1,285168924	451,33	176,1819	I	collembolla	Symphypleona	hemiedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8542	A	casuarina	sur	junio	2010	onychiuridae	2,646219	840,6035	327,4676	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8543	A	casuarina	sur	junio	2010	onychiuridae	0,786351579	540,694	135,8249	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8544	A	casuarina	sur	junio	2010	onychiuridae	6,658329775	1175,7491	362,1282	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8545	A	casuarina	sur	junio	2010	onychiuridae	3,522846879	932,7807	287,6119	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8546	A	casuarina	sur	junio	2010	onychiuridae	0,980589649	585,8866	110,1943	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8547	A	casuarina	sur	junio	2010	onychiuridae	3,191816449	899,9028	159,5513	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8548	A	casuarina	sur	junio	2010	onychiuridae	0,321346184	390,505	90,04	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8549	A	casuarina	sur	junio	2010	onychiuridae	0,556349917	476,7694	90,2399	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8550	A	casuarina	sur	junio	2010	onychiuridae	2,16812094	781,8461	182,1372	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8551	A	casuarina	sur	junio	2010	onychiuridae	3,381702981	919,0137	178,3207	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8552	A	casuarina	sur	junio	2010	onychiuridae	0,303702994	382,5681	84,2515	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8553	A	casuarina	sur	junio	2010	onychiuridae	0,393342862	420,294	99,4525	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8554	A	casuarina	sur	junio	2010	onychiuridae	3,988020798	975,8124	264,8761	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8555	A	casuarina	sur	junio	2010	onychiuridae	1,157874318	622,3844	100,6213	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8556	A	casuarina	sur	junio	2010	onychiuridae	7,769922982	1243,6466	270,753	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8557	A	casuarina	sur	junio	2010	onychiuridae	2,893699036	868,381	431,7391	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8558	A	casuarina	sur	junio	2010	onychiuridae	2,92539095	871,8274	205,0155	I	collembolla	poduromorpha	euedaphic	microphytophages	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8559	A	casuarina	sur	junio	2010	Apo_ros	10433,2727275489			I	engineer	crassiclitellata	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8560	A	casuarina	sur	junio	2010	Apo_ros	10433,2727275489			I	engineer	crassiclitellata	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8561	A	casuarina	sur	junio	2010	octala	86228,4353739293			I	engineer	crassiclitellata	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8562	A	casuarina	sur	junio	2010	octala	86228,4353739293			I	engineer	crassiclitellata	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8563	A	casuarina	sur	junio	2010	Mic_dub	16877,8143643585			I	engineer	crassiclitellata	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
8564	A	casuarina	sur	junio	2010	lom_juv	1849,28670522908			I	engineer	crassiclitellata	euedaphic	detritivore	5,00484	6,809836066	0,3328	6,38	1,266606161	0,287969261	6,25	1,51	0,81	2	0,28695	0,07	0,042777778	4,25	7	232551,707048019	2587614094,97868	S 35º 05’ 220’’	W 59º 38’ 709’’	35,1444444444444	59,8302777777778	-35,1444444444444	-59,8302777777778
